droneId,latitude,longitude,pm25,co2,no2,temperature,humidity
8,24.72070,46.75246,24.9,420.2,31.8,34.6,19.8
8,24.72088,46.75173,26.3,428.6,33.7,34.7,19.8
8,24.72106,46.75100,26.1,419.9,32.7,34.7,19.2
8,24.72124,46.75026,25.8,428.7,32.8,35.2,20.4
8,24.72142,46.74953,27.4,419.4,34.2,35.4,20.2
8,24.72161,46.74880,25.1,423.4,32.1,34.6,20.9
8,24.72179,46.74807,24.6,429.7,31.4,34.8,19.1
8,24.72197,46.74733,25.5,425.5,32.4,35.0,20.9
8,24.72215,46.74660,28.0,429.3,34.8,34.9,20.3
8,24.72233,46.74587,25.8,429.1,32.9,35.1,20.9
8,24.72252,46.74514,24.4,419.0,32.4,34.8,19.4
8,24.72270,46.74441,25.5,427.4,32.5,35.0,19.2
8,24.72288,46.74367,26.1,429.6,32.2,35.1,20.8
8,24.72306,46.74294,25.9,424.5,33.3,34.8,19.5
8,24.72324,46.74221,26.5,427.7,33.9,35.0,20.8
9,24.67315,46.61259,26.4,440.6,33.2,35.2,20.6
9,24.67377,46.61318,28.0,433.3,34.5,34.9,19.1
9,24.67438,46.61377,29.5,434.5,35.0,34.5,20.0
9,24.67499,46.61436,29.2,431.9,34.3,34.9,19.4
9,24.67560,46.61495,30.7,437.6,35.2,34.8,20.0
9,24.67622,46.61554,29.7,435.4,34.9,34.9,19.9
9,24.67683,46.61613,26.1,435.9,32.4,35.3,19.3
9,24.67744,46.61672,29.9,435.4,34.5,34.9,19.2
9,24.67805,46.61731,28.3,443.2,34.0,35.2,19.0
9,24.67867,46.61790,26.6,441.2,32.9,35.0,19.0
9,24.67928,46.61849,26.3,439.3,33.7,34.9,19.6
9,24.67989,46.61908,28.8,436.9,35.1,34.7,19.8
9,24.68050,46.61967,30.4,431.6,35.7,34.5,19.2
9,24.68112,46.62026,25.9,442.4,32.3,35.5,20.5
9,24.68173,46.62085,29.2,440.4,35.5,35.5,20.3
9,24.68234,46.62143,29.3,435.2,34.0,35.4,20.0
9,24.68295,46.62202,26.5,439.1,33.3,34.6,20.8
9,24.68357,46.62261,28.0,432.6,33.5,34.6,19.9
9,24.68418,46.62320,28.7,440.6,33.7,35.0,20.5
9,24.68479,46.62379,28.4,432.5,33.7,35.3,19.4
9,24.68540,46.62438,27.3,445.6,33.3,34.6,20.9
9,24.68602,46.62497,68.3,532.3,34.3,35.5,19.6
9,24.68663,46.62556,69.9,531.3,35.1,34.5,19.3
9,24.68724,46.62615,67.1,533.8,34.2,35.0,19.1
9,24.68785,46.62674,67.2,531.4,33.1,34.9,19.5
9,24.68847,46.62733,69.8,533.5,34.1,35.3,20.3
9,24.68908,46.62792,66.8,540.9,32.6,34.7,20.1
9,24.68969,46.62851,67.4,540.7,33.0,35.3,21.0
9,24.69031,46.62910,70.4,546.1,35.5,34.8,20.4
9,24.69092,46.62969,67.2,531.6,34.5,34.7,19.7
9,24.69153,46.63028,29.3,438.6,34.7,34.9,19.7
9,24.69214,46.63087,26.2,432.0,33.2,34.6,19.6
9,24.69276,46.63146,25.9,444.9,32.8,34.9,19.4
9,24.69337,46.63205,27.0,440.1,34.0,35.0,19.5
9,24.69398,46.63264,27.9,431.7,34.2,34.6,19.0
9,24.69459,46.63323,29.4,437.7,34.6,34.6,20.6
9,24.69521,46.63382,29.6,440.4,35.3,35.1,20.1
9,24.69582,46.63441,26.2,439.6,33.9,34.9,19.7
9,24.69643,46.63500,29.6,434.0,34.8,35.1,20.5
9,24.69704,46.63559,29.1,446.0,34.6,35.4,20.2
9,24.69766,46.63618,27.0,441.6,34.0,35.1,19.1
9,24.69827,46.63677,27.6,437.3,33.2,35.3,19.6
9,24.69888,46.63736,30.1,445.3,35.5,34.8,20.7
9,24.69949,46.63795,30.5,435.4,34.3,35.0,20.7
9,24.70011,46.63854,28.6,439.8,34.3,35.3,21.0
9,24.70072,46.63913,29.0,446.2,33.6,35.3,19.7
9,24.70133,46.63972,29.8,440.2,34.7,34.6,19.6
9,24.70194,46.64031,29.7,434.2,34.3,34.9,19.1
9,24.70256,46.64090,30.3,431.5,34.2,34.8,19.8
9,24.70317,46.64149,28.8,435.7,35.2,35.1,19.6
10,24.62256,46.64671,22.8,404.6,31.6,35.5,20.4
10,24.62217,46.64581,21.2,405.9,31.1,34.7,20.3
10,24.62178,46.64490,25.3,409.5,33.4,35.4,19.3
10,24.62139,46.64399,22.9,405.6,32.4,35.0,20.5
10,24.62100,46.64309,25.7,398.9,33.1,35.1,19.7
10,24.62061,46.64218,24.7,406.3,31.5,35.2,20.2
10,24.62022,46.64128,22.6,408.5,30.4,34.7,20.2
10,24.61983,46.64037,23.6,402.0,32.4,34.9,20.3
10,24.61944,46.63946,20.9,404.2,29.9,34.7,20.6
10,24.61905,46.63856,21.7,403.9,31.8,35.4,19.1
10,24.61866,46.63765,23.5,404.9,31.5,34.6,19.3
10,24.61827,46.63674,25.7,402.5,33.5,35.0,20.9
10,24.61788,46.63584,24.0,408.4,31.1,35.3,20.4
10,24.61749,46.63493,22.3,407.9,31.2,35.5,20.7
10,24.61710,46.63402,21.9,401.2,31.3,34.8,20.2
10,24.61671,46.63312,22.6,401.3,31.0,35.1,19.1
10,24.61632,46.63221,24.3,402.9,32.4,34.6,20.0
10,24.61593,46.63131,21.4,409.8,31.5,35.0,19.9
10,24.61554,46.63040,23.2,405.7,31.2,35.0,20.1
10,24.61515,46.62949,25.1,409.3,32.9,35.2,20.3
10,24.61476,46.62859,22.2,408.7,30.9,34.9,19.9
10,24.61437,46.62768,61.6,502.0,30.3,35.1,20.2
10,24.61398,46.62677,65.1,501.4,32.0,34.9,19.7
10,24.61359,46.62587,64.9,505.9,32.8,35.5,19.1
10,24.61320,46.62496,62.6,498.9,31.6,34.8,19.2
10,24.61281,46.62405,63.7,513.5,32.4,35.2,20.7
10,24.61242,46.62315,62.7,503.9,31.4,35.4,19.4
10,24.61203,46.62224,60.8,511.8,31.3,34.9,20.8
10,24.61164,46.62134,64.2,500.9,31.1,34.9,20.0
10,24.61125,46.62043,61.4,513.4,31.3,34.8,19.7
10,24.61086,46.61952,22.2,400.6,31.3,35.2,20.2
10,24.61047,46.61862,22.9,401.3,30.9,35.2,20.4
10,24.61008,46.61771,23.7,403.6,31.8,34.5,19.3
10,24.60969,46.61680,22.2,413.1,30.2,34.6,20.7
10,24.60929,46.61590,23.2,412.0,31.7,34.6,20.9
10,24.60890,46.61499,24.7,406.8,32.0,35.4,21.0
10,24.60851,46.61408,21.5,413.8,30.9,35.5,20.7
10,24.60812,46.61318,24.1,403.7,31.9,34.7,20.7
10,24.60773,46.61227,22.9,404.6,32.0,34.6,20.0
10,24.60734,46.61137,22.9,402.5,31.1,35.2,20.8
10,24.60695,46.61046,21.4,403.4,31.7,35.5,20.7
10,24.60656,46.60955,22.6,401.6,31.4,35.0,19.8
10,24.60617,46.60865,23.5,402.1,31.5,35.3,20.3
10,24.60578,46.60774,22.7,405.0,31.2,34.6,19.4
10,24.60539,46.60683,21.0,400.4,29.9,35.1,19.4
10,24.60500,46.60593,24.3,406.7,31.8,34.5,20.7
10,24.60461,46.60502,24.2,406.1,31.3,35.4,19.8
10,24.60422,46.60411,22.3,400.3,31.0,35.0,19.4
10,24.60383,46.60321,20.7,412.4,29.4,34.5,20.7
10,24.60344,46.60230,21.3,409.8,29.7,35.3,20.0
11,24.61952,46.73742,12.8,453.6,26.5,35.5,20.2
11,24.62016,46.73770,14.5,446.9,27.7,34.6,19.3
11,24.62081,46.73799,14.9,453.9,26.7,34.6,19.4
11,24.62145,46.73828,16.5,440.2,28.9,34.5,19.1
11,24.62210,46.73856,13.0,443.2,25.7,35.2,19.0
11,24.62274,46.73885,15.7,452.3,28.3,35.3,19.6
11,24.62338,46.73914,13.6,448.1,26.7,35.4,19.4
11,24.62403,46.73942,14.8,453.2,28.3,35.1,19.8
11,24.62467,46.73971,14.4,444.2,27.5,34.8,19.8
11,24.62532,46.74000,13.9,446.7,26.5,34.5,19.8
11,24.62596,46.74028,12.7,450.6,26.7,35.1,19.7
11,24.62660,46.74057,14.1,439.2,27.5,35.2,20.1
11,24.62725,46.74086,16.9,445.3,28.6,35.1,19.9
11,24.62789,46.74114,13.6,452.3,27.3,34.8,21.0
11,24.62853,46.74143,12.7,445.7,27.0,35.4,19.8
11,24.62918,46.74172,15.1,448.1,28.3,35.2,19.8
11,24.62982,46.74200,16.3,439.6,29.0,34.6,19.3
11,24.63047,46.74229,15.8,442.3,28.2,35.1,19.2
11,24.63111,46.74258,12.7,439.6,26.1,34.9,20.1
11,24.63175,46.74286,14.7,449.8,27.8,34.5,20.8
11,24.63240,46.74315,15.7,452.9,27.3,35.3,19.3
11,24.63304,46.74344,54.4,550.6,28.1,34.6,20.3
11,24.63369,46.74372,52.4,539.0,25.9,35.0,19.9
11,24.63433,46.74401,54.3,543.4,27.5,35.0,19.8
11,24.63497,46.74430,53.6,549.4,27.1,34.7,19.6
11,24.63562,46.74458,56.4,546.1,28.4,34.6,19.3
11,24.63626,46.74487,52.8,543.7,26.4,34.6,20.7
11,24.63690,46.74516,53.5,543.7,27.5,35.0,19.1
11,24.63755,46.74544,56.0,545.2,27.8,34.5,20.8
11,24.63819,46.74573,57.0,539.8,27.6,35.5,19.5
11,24.63884,46.74602,13.2,447.5,27.1,34.6,20.2
11,24.63948,46.74630,14.9,449.4,28.2,35.2,19.2
11,24.64012,46.74659,16.7,440.1,28.4,35.3,20.1
11,24.64077,46.74688,16.9,443.5,27.5,35.2,19.7
11,24.64141,46.74716,15.3,438.9,26.9,35.3,19.4
11,24.64206,46.74745,14.9,440.7,27.2,35.0,20.4
11,24.64270,46.74774,14.4,447.1,28.0,35.3,19.7
11,24.64334,46.74803,15.2,448.2,28.2,35.5,19.3
11,24.64399,46.74831,15.2,444.9,27.8,35.5,20.3
11,24.64463,46.74860,14.3,439.5,26.9,34.7,19.2
11,24.64527,46.74889,15.3,444.7,27.7,35.1,20.0
11,24.64592,46.74917,16.9,444.4,28.9,34.9,19.2
11,24.64656,46.74946,14.6,446.8,26.8,35.1,19.2
11,24.64721,46.74975,15.4,452.7,28.0,35.3,19.9
11,24.64785,46.75003,16.3,450.6,28.6,35.3,19.1
11,24.64849,46.75032,16.4,447.5,28.1,35.1,19.9
11,24.64914,46.75061,13.4,444.8,25.9,34.5,20.2
11,24.64978,46.75089,13.9,453.2,26.0,34.9,19.8
11,24.65043,46.75118,15.4,447.9,27.4,34.5,20.5
11,24.65107,46.75147,16.8,441.1,29.4,35.2,20.2
12,24.65843,46.62342,25.7,414.3,31.9,34.9,20.2
12,24.65818,46.62404,25.1,419.3,32.6,35.4,20.0
12,24.65793,46.62466,22.8,408.3,30.5,35.5,19.5
12,24.65768,46.62528,25.7,405.2,33.7,34.5,20.3
12,24.65743,46.62589,23.4,417.8,32.5,34.7,20.5
12,24.65718,46.62651,23.9,409.5,31.1,35.2,20.9
12,24.65693,46.62713,23.5,411.9,32.2,35.3,19.5
12,24.65669,46.62775,22.2,415.3,31.6,34.9,19.2
12,24.65644,46.62837,25.2,406.9,31.9,35.0,20.5
12,24.65619,46.62899,23.3,411.1,31.2,35.1,19.3
12,24.65594,46.62961,21.4,416.6,29.9,35.3,20.6
12,24.65569,46.63023,23.4,410.4,31.5,35.4,19.4
12,24.65544,46.63085,23.9,411.3,31.0,35.5,19.4
12,24.65519,46.63147,23.4,411.4,31.2,34.9,19.8
12,24.65494,46.63209,22.7,411.6,30.7,34.8,20.1
12,24.65469,46.63271,21.2,407.6,31.5,35.1,19.8
12,24.65444,46.63333,24.2,413.7,32.5,34.7,19.0
12,24.65419,46.63395,22.3,413.6,31.8,34.9,20.3
12,24.65394,46.63457,22.6,405.3,31.2,35.0,20.6
12,24.65369,46.63518,23.6,410.4,30.9,35.5,19.6
12,24.65344,46.63580,24.1,405.9,32.0,35.3,20.1
12,24.65319,46.63642,63.0,513.4,32.0,35.2,20.3
12,24.65294,46.63704,65.4,507.5,32.5,34.9,19.6
12,24.65269,46.63766,64.5,505.9,32.9,34.7,20.8
12,24.65244,46.63828,62.4,518.9,31.4,34.6,20.4
12,24.65219,46.63890,61.3,517.8,29.8,34.9,19.4
12,24.65194,46.63952,63.6,511.0,31.4,35.0,19.6
12,24.65169,46.64014,65.0,519.0,33.0,34.6,20.2
12,24.65144,46.64076,63.5,510.6,31.2,34.7,20.7
12,24.65119,46.64138,63.2,515.4,31.4,35.5,19.9
12,24.65094,46.64200,21.2,414.2,31.0,34.5,19.2
12,24.65069,46.64262,23.5,414.4,32.1,35.1,20.4
12,24.65044,46.64324,21.3,414.6,31.3,35.4,19.9
12,24.65019,46.64385,22.0,410.7,31.6,35.2,20.2
12,24.64994,46.64447,24.3,408.5,31.4,34.5,19.8
12,24.64969,46.64509,25.3,410.8,33.3,35.2,19.8
12,24.64944,46.64571,22.0,415.9,30.6,35.2,20.6
12,24.64919,46.64633,22.1,416.7,31.5,35.0,19.4
12,24.64894,46.64695,21.7,412.1,30.4,35.2,20.3
12,24.64869,46.64757,24.7,405.5,31.5,34.7,20.4
12,24.64844,46.64819,21.3,406.2,31.0,35.4,19.8
12,24.64819,46.64881,25.8,418.4,33.4,34.6,20.4
12,24.64794,46.64943,21.5,410.2,29.8,34.7,20.4
12,24.64769,46.65005,21.6,409.5,30.0,35.3,19.7
12,24.64744,46.65067,25.7,405.7,33.1,34.9,20.3
12,24.64719,46.65129,24.5,414.9,32.6,35.5,20.8
12,24.64695,46.65191,21.4,416.9,30.1,34.5,19.1
12,24.64670,46.65253,21.2,411.9,30.7,34.7,20.9
12,24.64645,46.65314,23.9,417.7,32.8,34.9,21.0
12,24.64620,46.65376,25.3,417.1,32.4,35.5,20.2
13,24.65385,46.59115,25.7,433.9,33.8,34.8,19.2
13,24.65320,46.59097,28.4,435.7,35.2,35.1,19.6
13,24.65256,46.59079,28.2,442.3,34.1,34.8,21.0
13,24.65191,46.59061,26.3,434.5,32.5,34.8,20.9
13,24.65127,46.59043,26.1,433.9,33.0,34.7,20.0
13,24.65062,46.59025,28.5,438.9,33.8,35.1,19.4
13,24.64998,46.59007,25.8,439.4,33.0,35.0,19.4
13,24.64934,46.58989,26.8,434.5,33.3,34.5,19.1
13,24.64869,46.58971,27.4,440.0,32.8,34.8,20.1
13,24.64805,46.58953,26.8,435.1,34.0,34.6,19.5
13,24.64740,46.58935,25.5,442.6,31.9,35.4,20.6
13,24.64676,46.58917,29.8,441.7,34.6,35.4,19.0
13,24.64611,46.58899,25.5,433.9,32.1,34.9,19.1
13,24.64547,46.58882,29.6,440.5,35.1,34.6,19.7
13,24.64482,46.58864,25.2,444.5,33.1,34.9,19.4
13,24.64418,46.58846,28.8,438.3,33.8,34.9,20.5
13,24.64354,46.58828,27.8,434.9,34.8,35.1,19.8
13,24.64289,46.58810,28.3,447.2,35.1,34.5,20.7
13,24.64225,46.58792,27.2,446.4,33.4,35.1,19.1
13,24.64160,46.58774,26.8,443.3,33.0,34.8,19.9
13,24.64096,46.58756,27.6,440.3,33.7,34.9,20.9
13,24.64031,46.58738,69.7,539.1,35.2,34.8,20.6
13,24.63967,46.58720,69.6,534.2,35.3,35.3,20.6
13,24.63903,46.58702,67.9,536.3,33.0,34.8,19.2
13,24.63838,46.58684,68.7,535.8,33.8,35.1,20.5
13,24.63774,46.58666,67.9,543.2,33.8,35.4,19.8
13,24.63709,46.58648,68.1,542.2,34.5,35.0,20.0
13,24.63645,46.58631,68.5,539.5,33.9,35.3,19.7
13,24.63580,46.58613,65.4,539.5,32.8,34.6,20.7
13,24.63516,46.58595,66.7,538.9,33.8,35.2,19.9
13,24.63452,46.58577,29.5,436.1,35.2,34.9,20.5
13,24.63387,46.58559,28.3,445.7,33.5,34.9,21.0
13,24.63323,46.58541,27.9,436.1,34.9,34.6,19.0
13,24.63258,46.58523,28.9,442.0,33.5,34.7,20.0
13,24.63194,46.58505,29.7,441.9,34.1,35.0,19.6
13,24.63129,46.58487,28.8,442.2,33.8,34.9,19.4
13,24.63065,46.58469,25.2,441.8,32.3,34.7,20.5
13,24.63001,46.58451,25.7,437.3,33.3,35.2,20.5
13,24.62936,46.58433,25.7,438.0,32.1,34.6,19.5
13,24.62872,46.58415,29.8,436.1,35.5,34.6,20.5
13,24.62807,46.58398,29.0,441.3,35.2,35.1,19.0
13,24.62743,46.58380,25.4,441.0,32.8,35.3,19.7
13,24.62678,46.58362,27.8,443.7,33.2,34.7,20.2
13,24.62614,46.58344,25.6,436.1,32.3,35.4,19.1
13,24.62550,46.58326,27.5,445.5,32.8,34.9,19.1
13,24.62485,46.58308,25.7,437.8,32.1,35.1,20.4
13,24.62421,46.58290,28.7,443.7,34.6,34.6,19.5
13,24.62356,46.58272,26.7,440.7,33.7,34.9,19.7
13,24.62292,46.58254,28.8,446.1,34.9,34.8,19.4
13,24.62227,46.58236,28.2,441.5,34.1,35.2,19.9
14,24.73269,46.63498,19.9,452.3,30.0,35.3,19.2
14,24.73240,46.63516,20.9,452.7,31.2,34.8,20.0
14,24.73212,46.63534,21.9,445.2,31.2,35.3,20.5
14,24.73184,46.63552,21.5,455.6,31.6,35.4,20.9
14,24.73156,46.63570,20.8,445.8,30.8,35.3,20.2
14,24.73128,46.63588,19.3,445.7,29.6,35.1,19.7
14,24.73100,46.63606,19.3,455.6,29.2,35.3,20.2
14,24.73072,46.63624,23.2,444.6,31.5,35.2,20.2
14,24.73044,46.63642,22.5,446.2,30.3,34.9,20.0
14,24.73016,46.63660,21.2,451.6,30.4,35.4,21.0
14,24.72988,46.63678,22.6,448.2,32.1,34.6,20.0
14,24.72960,46.63696,19.8,446.5,30.3,34.6,20.6
14,24.72932,46.63714,22.0,441.2,31.5,34.7,20.9
14,24.72903,46.63732,18.7,447.2,29.1,34.8,20.2
14,24.72875,46.63750,23.0,445.1,30.8,34.8,19.5
14,24.72847,46.63768,20.6,450.6,29.7,34.9,20.2
14,24.72819,46.63786,20.0,443.9,29.0,34.6,20.1
14,24.72791,46.63804,19.4,442.2,29.0,35.0,20.2
14,24.72763,46.63822,22.3,449.5,31.6,35.4,20.0
14,24.72735,46.63840,19.9,445.9,29.6,35.4,19.8
14,24.72707,46.63858,22.1,444.2,30.6,34.9,19.1
14,24.72679,46.63876,58.6,554.5,30.2,35.3,20.2
14,24.72651,46.63894,62.0,549.9,31.9,35.4,19.9
14,24.72623,46.63912,58.6,551.4,29.8,34.7,20.2
14,24.72594,46.63930,62.5,542.7,30.7,34.8,20.1
14,24.72566,46.63948,62.5,544.7,30.9,34.6,20.3
14,24.72538,46.63966,62.2,546.3,31.9,35.0,20.1
14,24.72510,46.63984,62.9,541.0,30.5,35.3,19.3
14,24.72482,46.64002,58.5,549.1,30.0,35.1,20.5
14,24.72454,46.64020,62.1,547.4,31.1,34.7,19.9
14,24.72426,46.64038,23.2,445.0,32.3,34.7,20.3
14,24.72398,46.64056,18.6,443.3,29.7,35.4,19.3
14,24.72370,46.64075,22.7,450.7,31.1,34.7,19.9
14,24.72342,46.64093,21.6,447.3,30.5,34.6,20.0
14,24.72314,46.64111,21.7,447.5,31.8,35.5,20.4
14,24.72286,46.64129,19.4,444.1,30.3,35.4,20.6
14,24.72257,46.64147,18.9,446.2,28.5,35.0,20.5
14,24.72229,46.64165,19.9,451.5,29.9,35.3,20.5
14,24.72201,46.64183,22.7,444.8,31.4,35.4,20.8
14,24.72173,46.64201,21.1,449.8,30.4,35.2,19.8
14,24.72145,46.64219,19.9,442.5,30.5,35.5,20.0
14,24.72117,46.64237,19.1,451.6,30.4,34.5,20.3
14,24.72089,46.64255,20.6,451.8,31.1,34.5,20.2
14,24.72061,46.64273,21.7,442.0,31.6,34.6,19.9
14,24.72033,46.64291,19.8,451.7,30.2,35.3,20.2
14,24.72005,46.64309,22.4,446.2,31.1,35.5,20.8
14,24.71977,46.64327,21.3,447.0,29.7,35.3,20.2
14,24.71948,46.64345,20.2,446.7,30.3,34.6,20.5
14,24.71920,46.64363,19.0,451.3,29.7,35.0,19.4
14,24.71892,46.64381,21.0,447.0,30.0,35.1,19.1
15,24.71688,46.62862,18.3,446.3,29.3,35.3,20.7
15,24.71734,46.62896,14.5,443.3,28.0,34.6,20.8
15,24.71779,46.62929,18.2,446.4,30.0,35.3,19.3
15,24.71824,46.62963,13.5,445.4,26.5,35.2,20.8
15,24.71870,46.62997,16.6,434.9,28.1,35.5,19.7
15,24.71915,46.63031,15.6,435.4,28.1,35.3,19.6
15,24.71960,46.63064,15.8,446.7,27.9,35.5,20.0
15,24.72006,46.63098,17.3,437.2,29.2,34.9,20.0
15,24.72051,46.63132,15.4,438.8,27.5,35.2,20.4
15,24.72096,46.63166,18.2,440.3,29.2,35.0,19.0
15,24.72142,46.63199,17.9,439.9,27.9,34.6,19.5
15,24.72187,46.63233,15.4,440.7,27.2,34.7,20.5
15,24.72232,46.63267,16.8,434.7,29.1,34.9,20.9
15,24.72278,46.63301,17.9,441.4,29.5,35.3,20.4
15,24.72323,46.63334,17.6,438.3,29.7,35.4,19.5
15,24.72368,46.63368,18.4,436.2,28.2,35.2,20.9
15,24.72414,46.63402,17.5,441.5,29.0,35.2,20.1
15,24.72459,46.63436,14.0,443.8,27.1,34.6,19.6
15,24.72504,46.63469,17.2,445.4,28.7,35.5,19.6
15,24.72550,46.63503,16.9,434.2,27.8,35.4,19.6
15,24.72595,46.63537,17.2,447.1,29.4,34.7,21.0
15,24.72641,46.63571,58.2,544.1,29.9,35.1,20.1
15,24.72686,46.63604,54.0,542.6,28.0,35.3,19.9
15,24.72731,46.63638,56.5,533.7,28.4,34.7,20.7
15,24.72777,46.63672,53.5,547.3,27.7,35.3,20.7
15,24.72822,46.63706,53.5,542.2,27.0,34.9,20.3
15,24.72867,46.63739,54.5,542.4,27.7,34.9,19.5
15,24.72913,46.63773,54.8,536.5,26.6,34.7,20.0
15,24.72958,46.63807,56.8,540.8,29.3,34.9,20.1
15,24.73003,46.63841,56.5,538.8,28.5,34.5,20.5
15,24.73049,46.63874,16.1,438.3,28.7,35.2,19.8
15,24.73094,46.63908,17.9,447.1,29.4,35.0,20.9
15,24.73139,46.63942,16.5,448.2,28.0,35.0,19.7
15,24.73185,46.63976,15.2,438.6,28.5,35.2,20.5
15,24.73230,46.64009,14.1,448.0,27.0,34.9,19.7
15,24.73275,46.64043,14.7,435.6,27.2,34.5,19.6
15,24.73321,46.64077,17.9,444.0,29.0,35.1,20.3
15,24.73366,46.64111,17.1,443.3,28.7,35.0,19.3
15,24.73411,46.64144,14.8,434.1,26.8,35.0,19.9
15,24.73457,46.64178,16.2,442.4,27.5,34.8,19.8
15,24.73502,46.64212,14.9,438.2,28.2,34.6,20.7
15,24.73547,46.64246,14.3,433.7,27.0,34.6,19.8
15,24.73593,46.64279,15.5,439.2,26.9,34.6,20.7
15,24.73638,46.64313,16.1,446.7,29.0,34.9,20.4
15,24.73683,46.64347,18.0,444.2,28.3,35.1,19.7
15,24.73729,46.64381,17.9,448.0,29.4,35.0,19.9
15,24.73774,46.64414,14.4,441.5,26.9,35.4,20.6
15,24.73819,46.64448,14.3,436.7,27.3,34.6,19.0
15,24.73865,46.64482,15.5,444.3,28.5,35.4,19.2
15,24.73910,46.64516,17.7,443.0,28.3,34.9,20.0
16,24.76218,46.77539,15.8,434.0,26.9,35.0,19.5
16,24.76207,46.77519,14.6,434.0,27.3,35.3,21.0
16,24.76195,46.77500,18.4,421.9,29.9,35.0,19.8
16,24.76183,46.77480,18.3,429.1,28.4,34.7,20.8
16,24.76172,46.77460,16.7,434.5,28.8,35.4,19.0
16,24.76160,46.77441,14.8,421.8,27.0,35.1,19.7
16,24.76148,46.77421,14.2,428.6,27.5,34.8,20.9
16,24.76137,46.77402,18.9,430.2,29.5,34.7,19.2
16,24.76125,46.77382,14.8,424.5,27.4,34.6,19.9
16,24.76113,46.77362,14.7,426.2,27.5,35.0,19.8
16,24.76102,46.77343,17.3,426.7,29.1,34.7,20.2
16,24.76090,46.77323,18.2,422.1,28.4,34.6,20.2
16,24.76078,46.77303,16.2,431.3,28.9,35.4,20.0
16,24.76067,46.77284,18.2,423.7,28.2,34.9,20.0
16,24.76055,46.77264,16.6,424.9,27.4,35.0,20.2
16,24.76043,46.77245,16.7,423.8,29.3,35.2,19.8
16,24.76032,46.77225,18.6,428.3,28.7,35.0,20.2
16,24.76020,46.77205,15.5,430.1,27.0,35.5,20.3
16,24.76008,46.77186,14.7,427.8,27.1,34.6,20.6
16,24.75997,46.77166,15.8,432.9,27.9,34.9,20.7
16,24.75985,46.77146,14.4,425.3,27.4,35.0,19.9
16,24.75974,46.77127,56.0,529.4,27.6,34.9,21.0
16,24.75962,46.77107,54.3,527.8,27.5,35.1,19.9
16,24.75950,46.77088,55.0,522.6,28.3,35.3,20.5
16,24.75939,46.77068,55.2,535.0,27.6,34.9,20.3
16,24.75927,46.77048,55.4,524.2,27.0,35.4,20.8
16,24.75915,46.77029,56.9,535.5,28.8,35.1,19.9
16,24.75904,46.77009,57.4,522.9,27.7,35.1,20.0
16,24.75892,46.76990,57.7,529.3,29.4,35.4,19.3
16,24.75880,46.76970,55.1,526.8,27.2,35.2,20.1
16,24.75869,46.76950,14.7,421.5,27.3,35.2,19.1
16,24.75857,46.76931,18.6,424.5,28.6,35.3,19.2
16,24.75845,46.76911,15.6,434.3,27.0,35.0,20.4
16,24.75834,46.76891,16.9,421.3,29.1,34.7,19.2
16,24.75822,46.76872,18.0,435.2,28.3,35.1,20.4
16,24.75810,46.76852,16.8,424.0,28.8,34.6,19.7
16,24.75799,46.76833,13.9,425.8,27.7,34.7,20.0
16,24.75787,46.76813,18.5,423.3,30.0,34.9,20.8
16,24.75775,46.76793,18.5,431.9,29.9,35.4,20.4
16,24.75764,46.76774,14.3,425.2,27.8,35.3,19.4
16,24.75752,46.76754,18.3,429.2,28.4,35.3,19.2
16,24.75740,46.76734,16.3,421.2,28.8,35.4,20.5
16,24.75729,46.76715,15.1,427.8,28.6,34.8,20.5
16,24.75717,46.76695,14.6,422.7,26.6,35.3,20.5
16,24.75705,46.76676,17.5,420.7,28.1,34.9,20.0
16,24.75694,46.76656,16.7,425.1,28.7,35.3,19.6
16,24.75682,46.76636,16.7,421.0,27.6,35.1,19.5
16,24.75670,46.76617,16.7,421.9,29.3,35.2,19.6
16,24.75659,46.76597,18.2,425.3,28.6,34.8,19.8
16,24.75647,46.76578,18.1,428.7,28.7,35.1,19.4
17,24.72253,46.74369,24.7,441.0,33.3,35.5,20.0
17,24.72268,46.74331,25.3,438.7,33.2,34.6,20.2
17,24.72282,46.74293,22.1,451.8,31.3,35.0,20.0
17,24.72297,46.74255,22.5,444.9,31.4,35.0,19.4
17,24.72312,46.74216,23.7,450.3,32.1,35.3,19.2
17,24.72327,46.74178,24.1,450.2,32.0,35.4,19.7
17,24.72341,46.74140,22.9,446.9,32.1,35.5,19.8
17,24.72356,46.74102,24.1,449.6,32.2,35.0,19.6
17,24.72371,46.74064,21.8,437.8,30.5,34.9,19.5
17,24.72385,46.74026,25.7,446.9,33.4,34.7,20.6
17,24.72400,46.73988,22.7,449.4,31.3,35.2,19.6
17,24.72415,46.73949,21.9,450.5,31.9,35.3,19.4
17,24.72429,46.73911,22.2,450.0,30.8,34.5,19.8
17,24.72444,46.73873,25.7,449.4,31.9,35.0,20.2
17,24.72459,46.73835,22.5,450.7,31.8,35.0,21.0
17,24.72474,46.73797,21.2,443.3,31.2,35.3,20.0
17,24.72488,46.73759,24.7,439.7,32.9,34.8,20.0
17,24.72503,46.73720,22.0,444.2,30.1,34.9,19.4
17,24.72518,46.73682,22.8,440.4,32.0,34.5,20.6
17,24.72532,46.73644,21.2,448.7,31.4,34.7,20.6
17,24.72547,46.73606,25.4,438.9,33.4,35.1,20.2
